PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	jobid	dvdw
P0C0S5	Q93079	1	0	Model	5z30	1	G	0	99.1	85.9	11	120	-	H	0	98.9	72.2	34	124	-	P0C0S5-Q93079-MDL-5z30.pdb1-G-0-H-0.pdb	m2813	-230.364449
P0C0S5	Q93079	3	0	Model	3waa	1	C	0	99.1	82.8	16	121	-	D	0	97.9	74.6	32	125	-	P0C0S5-Q93079-MDL-3waa.pdb1-C-0-D-0.pdb	m2814	-218.558139
P0C0S8	Q99496	1	0	Model	4r8p	1	G	0	97.2	82.3	13	119	-	N	0	89.8	35.1	16	133	-	P0C0S8-Q99496-MDL-4r8p.pdb1-G-0-N-0.pdb	m2815	-2.83443523
P0C0S8	Q99496	2	0	Model	4r8p	1	C	0	97.1	80.0	17	120	-	L	0	89.9	35.4	15	133	-	P0C0S8-Q99496-MDL-4r8p.pdb1-C-0-L-0.pdb	m2816	0.489259314
P0C2W1	P63208	1	0	Dom_dom_model	1p22	-	A	-	34.1	13.6	42	82	F-box-like	B	-	100.0	27.6	113	157	Skp1	P0C2W1-P63208-MDD-F-box-like-Skp1-1p22-A-147-195-B-92-136.pdb	m2817	-65.3430139
P0C5Z0	P62807	1	0	Model	1eqz	1	A	0	48.0	88.7	8	109	-	B	0	95.4	85.7	19	126	-	P0C5Z0-P62807-MDL-1eqz.pdb1-A-0-B-0.pdb	m2818	-258.583032
P0C5Z0	Q99880	1	0	Model	1eqz	1	A	0	48.0	88.7	8	109	-	B	0	94.4	85.7	19	126	-	P0C5Z0-Q99880-MDL-1eqz.pdb1-A-0-B-0.pdb	m2819	-242.295669
P0C7T5	P0C7T5	1	0	Model	4aqp	2	D	0	63.9	17.3	465	583	-	C	0	63.9	17.3	465	583	-	P0C7T5-P0C7T5-MDL-4aqp.pdb2-D-0-C-0.pdb	m2820	-107.218172
P0C7T5	P54253	1	0	Model	1oa8	1	C	0	63.2	17.0	468	584	-	D	0	100.0	16.2	562	693	-	P0C7T5-P54253-MDL-1oa8.pdb1-C-0-D-0.pdb	m2821	-125.470318
P0C7T5	P54253	2	0	Model	1oa8	1	D	0	62.5	17.4	468	587	-	C	0	100.0	15.7	562	689	-	P0C7T5-P54253-MDL-1oa8.pdb1-D-0-C-0.pdb	m2822	-132.604966
P0C862	P0C862	1	0	Model	1c3h	2	F	0	52.7	39.0	201	330	-	D	0	52.7	39.0	201	330	-	P0C862-P0C862-MDL-1c3h.pdb2-F-0-D-0.pdb	m2823	-112.631513
P0C862	Q15848	1	0	Model	1c3h	1	A	0	52.7	39.0	201	330	-	B	0	91.2	56.1	108	244	-	P0C862-Q15848-MDL-1c3h.pdb1-A-0-B-0.pdb	m2824	-90.8660065
P0CG47	P54727	1	0	Model	3alb	1	D	0	100.0	33.2	1	76	-	C	0	37.5	15.6	1	64	-	P0CG47-P54727-MDL-3alb.pdb1-D-0-C-0.pdb	m2825	-30.392941
P0CG47	Q05086	1	0	Model	3jw0	1	X	0	100.0	33.2	153	228	-	C	0	35.7	39.9	523	871	-	P0CG47-Q05086-MDL-3jw0.pdb1-X-0-C-0.pdb	m2826	-51.0132508
P0CG47	Q05086	2	0	Model	3jw0	2	Y	0	100.0	33.2	1	76	-	D	0	35.5	39.8	523	870	-	P0CG47-Q05086-MDL-3jw0.pdb2-Y-0-D-0.pdb	m2827	-60.5764238
P0CG47	Q05086	3	0	Model	3jvz	1	X	0	100.0	33.2	77	152	-	C	0	35.7	39.9	523	871	-	P0CG47-Q05086-MDL-3jvz.pdb1-X-0-C-0.pdb	m2828	-58.6701068
P0CG47	Q68DV7	1	0	Dom_dom_model	4v3l	-	B	-	69.4	21.8	88	137	ubiquitin	C	-	52.4	5.2	272	312	zf-RING_2	P0CG47-Q68DV7-MDD-ubiquitin-zf-RING_2-4v3l-B-3-74-C-411-454.pdb	m2829	-11.6543261
P0CG47	Q969T4	1	0	Model	3a33	1	B	0	100.0	33.2	77	152	-	A	0	64.6	71.0	60	206	-	P0CG47-Q969T4-MDL-3a33.pdb1-B-0-A-0.pdb	m2830	-22.4397539
P0CG47	Q96CV9	1	0	Model	5wq4	1	B	0	100.0	65.9	1	151	-	C	0	93.1	12.5	432	503	-	P0CG47-Q96CV9-MDL-5wq4.pdb1-B-0-C-0.pdb	m2831	-14.6688323
P0CG47	Q96CV9	3	0	Model	5wq4	2	A	0	97.2	63.3	82	226	-	F	0	91.9	12.8	431	504	-	P0CG47-Q96CV9-MDL-5wq4.pdb2-A-0-F-0.pdb	m2832	-28.719296
P0CG47	Q96J02	1	0	Model	5hpt	1	B	0	87.8	32.3	78	151	-	A	0	79.9	41.3	526	898	-	P0CG47-Q96J02-MDL-5hpt.pdb1-B-0-A-0.pdb	m2833	-78.1335508
P0CG47	Q96J02	2	0	Model	5hpt	2	E	0	87.8	32.3	2	75	-	D	0	79.4	41.3	526	898	-	P0CG47-Q96J02-MDL-5hpt.pdb2-E-0-D-0.pdb	m2834	-74.810114
P0CG47	Q96J02	3	0	Model	5c7m	1	C	0	84.7	31.4	1	72	-	A	0	98.4	41.4	526	899	-	P0CG47-Q96J02-MDL-5c7m.pdb1-C-0-A-0.pdb	m2835	-67.1228598
P0CG47	Q9UHD9	1	0	Model	2jy6	-	A	-	100.0	33.2	1	76	-	B	-	90.0	8.0	572	621	-	P0CG47-Q9UHD9-MDL-pdb2jy6.ent-A-0-B-0.pdb	m2836	-40.6830011
P0CG47	Q9UJY5	1	0	Model	1wr6	4	H	0	100.0	32.3	77	150	-	D	0	51.7	13.9	215	303	-	P0CG47-Q9UJY5-MDL-1wr6.pdb4-H-0-D-0.pdb	m2837	-48.8510309
P0CG47	Q9UJY5	2	0	Model	1yd8	1	U	0	100.0	31.9	153	225	-	H	0	54.8	14.6	208	300	-	P0CG47-Q9UJY5-MDL-1yd8.pdb1-U-0-H-0.pdb	m2838	-37.6755969
P0CG47	Q9Y3C5	1	0	Model	4v3l	1	B	0	100.0	33.2	1	76	-	C	0	40.3	40.3	78	139	-	P0CG47-Q9Y3C5-MDL-4v3l.pdb1-B-0-C-0.pdb	m2839	-26.6660777
P0CG47	Q9Y3C5	2	0	Model	4v3k	1	E	0	100.0	33.2	153	228	-	F	0	41.3	40.9	77	139	-	P0CG47-Q9Y3C5-MDL-4v3k.pdb1-E-0-F-0.pdb	m2840	-29.0367646
P0CG48	P16104	1	0	Model	6ftx	1	N	0	100.0	11.1	457	532	-	C	0	95.1	72.0	17	119	-	P0CG48-P16104-MDL-6ftx.pdb1-N-0-C-0.pdb	m2841	-17.6225242
P0CG48	P16104	2	0	Model	5kgf	1	O	0	100.0	11.1	77	152	-	G	0	96.4	78.3	10	121	-	P0CG48-P16104-MDL-5kgf.pdb1-O-0-G-0.pdb	m2842	0.616224889
P0CG48	P16104	3	0	Model	5kgf	1	M	0	100.0	11.1	153	228	-	C	0	96.4	78.3	10	121	-	P0CG48-P16104-MDL-5kgf.pdb1-M-0-C-0.pdb	m2843	3.31744411
P0CG48	P22681	1	0	Model	3zni	4	P	0	100.0	11.1	609	684	-	M	0	86.0	42.4	52	435	-	P0CG48-P22681-MDL-3zni.pdb4-P-0-M-0.pdb	m2844	-40.2647332
P0CG48	P22681	2	0	Model	5o76	2	F	0	84.7	10.5	1	72	-	C	0	99.7	42.7	48	434	-	P0CG48-P22681-MDL-5o76.pdb2-F-0-C-0.pdb	m2845	-63.7158749
P0CG48	P22681	3	0	Model	5o76	1	E	0	84.7	10.5	533	604	-	A	0	99.7	42.5	50	434	-	P0CG48-P22681-MDL-5o76.pdb1-E-0-A-0.pdb	m2846	-64.8648407
P0CG48	P54727	1	0	Model	3alb	1	D	0	100.0	11.1	381	456	-	C	0	37.5	15.6	1	64	-	P0CG48-P54727-MDL-3alb.pdb1-D-0-C-0.pdb	m2847	-30.392941
P0CG48	P54727	2	0	Model	5goh	1	A	1	100.0	11.1	609	684	-	A	0	37.5	15.6	1	64	-	P0CG48-P54727-MDL-5goh.pdb1-A-1-A-0.pdb	m2848	-9.38263151
P0CG48	P54727	3	0	Model	4s22	2	D	0	100.0	11.1	229	304	-	C	0	37.5	15.6	1	64	-	P0CG48-P54727-MDL-4s22.pdb2-D-0-C-0.pdb	m2849	-5.85247254
P0CG48	P60604	1	0	Model	5knl	1	B	0	86.8	11.1	381	456	-	C	0	54.6	91.5	1	151	-	P0CG48-P60604-MDL-5knl.pdb1-B-0-C-0.pdb	m2850	-14.5840595
P0CG48	P60604	2	0	Model	4mdk	1	E	0	100.0	10.9	456	530	-	A	0	46.6	94.5	4	159	-	P0CG48-P60604-MDL-4mdk.pdb1-E-0-A-0.pdb	m2851	-49.876318
P0CG48	P60604	3	0	Model	4mdk	3	G	0	100.0	10.7	78	150	-	C	0	46.6	94.5	4	159	-	P0CG48-P60604-MDL-4mdk.pdb3-G-0-C-0.pdb	m2852	-46.4121888
P0CG48	P62993	2	0	Model	2mcn	1	B	0	100.0	11.1	305	380	-	A	0	34.0	24.4	1	53	-	P0CG48-P62993-MDL-2mcn.pdb1-B-0-A-0.pdb	m2853	-53.1551147
P0CG48	P62993	3	0	Model	2knb	1	A	0	31.9	10.5	305	376	-	B	0	51.9	24.9	157	210	-	P0CG48-P62993-MDL-2knb.pdb1-A-0-B-0.pdb	m2854	-37.7822438
P0CG48	P63146	1	0	Model	5ifr	1	B	0	100.0	10.9	1	75	-	A	0	40.6	90.8	5	142	-	P0CG48-P63146-MDL-5ifr.pdb1-B-0-A-0.pdb	m2855	-31.5814927
P0CG48	P63146	2	0	Model	4r62	1	B	0	100.0	11.1	77	152	-	A	0	68.9	97.4	2	149	-	P0CG48-P63146-MDL-4r62.pdb1-B-0-A-0.pdb	m2856	-25.6154859
P0CG48	P98170	1	0	Model	6hpr	1	D	0	100.0	11.1	1	76	-	A	0	54.0	12.7	435	497	-	P0CG48-P98170-MDL-6hpr.pdb1-D-0-A-0.pdb	m2857	-32.0342706
P0CG48	P98170	2	0	Model	4auq	1	C	0	100.0	11.1	153	228	-	E	0	53.4	11.7	440	497	-	P0CG48-P98170-MDL-4auq.pdb1-C-0-E-0.pdb	m2858	-3.22770232
P0CG48	Q05086	1	0	Model	3jw0	1	X	0	100.0	11.1	609	684	-	C	0	35.7	39.9	523	871	-	P0CG48-Q05086-MDL-3jw0.pdb1-X-0-C-0.pdb	m2859	-50.0918938
P0CG48	Q05086	2	0	Model	4lcd	2	F	0	100.0	10.8	1	74	-	B	0	36.1	40.0	523	872	-	P0CG48-Q05086-MDL-4lcd.pdb2-F-0-B-0.pdb	m2860	-67.1290569
P0CG48	Q12933	1	0	Model	5vnz	1	C	1	100.0	11.1	609	684	-	A	0	35.8	21.2	28	133	-	P0CG48-Q12933-MDL-5vnz.pdb1-C-1-A-0.pdb	m2861	-6.8662129
P0CG48	Q12933	2	0	Model	5vo0	1	C	0	100.0	11.1	609	684	-	D	0	32.1	31.1	28	183	-	P0CG48-Q12933-MDL-5vo0.pdb1-C-0-D-0.pdb	m2862	-4.07314461
P0CG48	Q12933	3	0	Model	5vo0	1	F	0	100.0	11.1	153	228	-	A	0	38.8	20.4	28	129	-	P0CG48-Q12933-MDL-5vo0.pdb1-F-0-A-0.pdb	m2863	-5.79056167
P0CG48	Q13114	1	0	Model	5vnz	1	C	0	100.0	11.1	609	684	-	A	0	40.4	19.2	35	143	-	P0CG48-Q13114-MDL-5vnz.pdb1-C-0-A-0.pdb	m2864	-33.0228113
P0CG48	Q13200	1	0	Model	2n3v	1	C	0	100.0	11.1	153	228	-	A	0	38.7	13.7	481	604	-	P0CG48-Q13200-MDL-2n3v.pdb1-C-0-A-0.pdb	m2865	-36.1389211
P0CG48	Q13200	2	0	Model	2n3w	1	B	0	100.0	11.1	381	456	-	A	0	38.7	13.7	481	604	-	P0CG48-Q13200-MDL-2n3w.pdb1-B-0-A-0.pdb	m2866	-29.924811
P0CG48	Q13616	1	0	Model	3dqv	3	B	0	58.1	10.8	3	76	-	D	0	34.5	46.5	416	776	-	P0CG48-Q13616-MDL-3dqv.pdb3-B-0-D-0.pdb	m2867	-50.4398377
P0CG48	Q15843	1	0	Model	1ndd	5	A	0	56.8	10.8	609	682	-	B	0	100.0	93.8	1	76	-	P0CG48-Q15843-MDL-1ndd.pdb5-A-0-B-0.pdb	m2868	-8.71497164
P0CG48	Q15843	2	0	Model	1ndd	5	C	0	56.2	10.7	77	149	-	B	0	100.0	93.8	1	76	-	P0CG48-Q15843-MDL-1ndd.pdb5-C-0-B-0.pdb	m2869	-70.8873595
P0CG48	Q15843	3	0	Model	1ndd	5	D	0	56.2	10.7	533	605	-	B	0	100.0	93.8	1	76	-	P0CG48-Q15843-MDL-1ndd.pdb5-D-0-B-0.pdb	m2870	-21.602163
P0CG48	Q16778	1	0	Model	6ftx	1	O	0	100.0	11.1	305	380	-	H	0	94.6	73.8	33	125	-	P0CG48-Q16778-MDL-6ftx.pdb1-O-0-H-0.pdb	m2871	-22.3655957
P0CG48	Q16778	2	0	Model	5kgf	1	M	0	100.0	11.1	153	228	-	D	0	99.0	79.4	27	126	-	P0CG48-Q16778-MDL-5kgf.pdb1-M-0-D-0.pdb	m2872	-20.0453266
P0CG48	Q16778	3	0	Model	5kgf	1	O	0	100.0	11.1	77	152	-	H	0	99.0	77.0	30	126	-	P0CG48-Q16778-MDL-5kgf.pdb1-O-0-H-0.pdb	m2873	-15.1164214
P0CG48	Q6FIF0	1	0	Model	2l00	1	B	0	95.8	10.4	1	71	-	A	0	94.1	16.3	11	44	-	P0CG48-Q6FIF0-MDL-2l00.pdb1-B-0-A-0.pdb	m2874	-30.8476644
P0CG48	Q7L7L0	1	0	Model	6ftx	1	N	0	100.0	11.1	457	532	-	C	0	96.1	79.2	17	119	-	P0CG48-Q7L7L0-MDL-6ftx.pdb1-N-0-C-0.pdb	m2875	1.46637278
P0CG48	Q7L7L0	2	0	Model	5kgf	1	O	0	100.0	11.1	77	152	-	G	0	96.5	86.9	10	122	-	P0CG48-Q7L7L0-MDL-5kgf.pdb1-O-0-G-0.pdb	m2876	-1.23321235
P0CG48	Q7L7L0	3	0	Model	5kgf	1	M	0	100.0	11.1	153	228	-	C	0	96.5	86.9	10	122	-	P0CG48-Q7L7L0-MDL-5kgf.pdb1-M-0-C-0.pdb	m2877	3.05285109
P0CG48	Q7Z6J0	1	0	Model	2k6d	1	B	0	100.0	10.9	305	379	-	A	0	37.5	6.1	140	193	-	P0CG48-Q7Z6J0-MDL-2k6d.pdb1-B-0-A-0.pdb	m2878	-53.69117
P0CG48	Q8TAT6	1	0	Model	1q5w	-	B	-	100.0	11.1	381	456	-	A	-	93.3	4.9	579	608	-	P0CG48-Q8TAT6-MDL-pdb1q5w.ent-B-0-A-0.pdb	m2879	-40.2706139
P0CG48	Q8TEJ3	1	0	Model	2k6d	1	B	0	100.0	10.9	305	379	-	A	0	42.6	5.9	829	880	-	P0CG48-Q8TEJ3-MDL-2k6d.pdb1-B-0-A-0.pdb	m2880	-58.9400568
P0CG48	Q8TEJ3	2	0	Model	2knb	1	A	0	31.9	10.5	305	376	-	B	0	46.7	6.8	197	256	-	P0CG48-Q8TEJ3-MDL-2knb.pdb1-A-0-B-0.pdb	m2881	-37.4664459
P0CG48	Q8WUN7	1	0	Model	5o44	1	E	1	97.4	11.1	457	532	-	F	2	30.0	29.9	153	222	-	P0CG48-Q8WUN7-MDL-5o44.pdb1-E-1-F-2.pdb	m2882	-42.1129281
P0CG48	Q8WUN7	2	0	Model	5o44	1	A	3	97.4	11.1	305	380	-	D	0	30.0	29.9	153	222	-	P0CG48-Q8WUN7-MDL-5o44.pdb1-A-3-D-0.pdb	m2883	-33.94994
P0CG48	Q92905	1	0	Model	5u4p	1	C	0	96.1	11.1	1	76	-	B	0	48.5	39.2	57	187	-	P0CG48-Q92905-MDL-5u4p.pdb1-C-0-B-0.pdb	m2884	-118.441058
P0CG48	Q96FJ0	1	0	Model	4k1r	3	D	0	100.0	11.1	533	608	-	C	0	52.8	39.2	266	436	-	P0CG48-Q96FJ0-MDL-4k1r.pdb3-D-0-C-0.pdb	m2885	-98.3095241
P0CG48	Q9BXM7	1	0	Model	6eqi	1	A	0	97.3	10.7	229	301	-	C	0	40.2	67.0	144	532	-	P0CG48-Q9BXM7-MDL-6eqi.pdb1-A-0-C-0.pdb	m2886	-60.2591589
P0CG48	Q9BYM8	1	0	Model	3b08	2	D	0	100.0	22.0	153	303	-	E	0	96.6	11.4	194	251	-	P0CG48-Q9BYM8-MDL-3b08.pdb2-D-0-E-0.pdb	m2887	-61.0337834
P0CG48	Q9BYM8	3	0	Model	3b0a	2	D	0	100.0	22.2	533	684	-	E	0	96.6	11.4	194	251	-	P0CG48-Q9BYM8-MDL-3b0a.pdb2-D-0-E-0.pdb	m2888	-70.5414787
P0CG48	Q9NQC7	1	0	Model	3wxf	2	D	0	100.0	21.6	77	224	-	C	0	70.6	39.1	583	956	-	P0CG48-Q9NQC7-MDL-3wxf.pdb2-D-0-C-0.pdb	m2889	-135.107897
P0CG48	Q9NQC7	2	0	Model	3wxf	1	B	0	100.0	21.6	381	528	-	A	0	70.3	39.1	583	956	-	P0CG48-Q9NQC7-MDL-3wxf.pdb1-B-0-A-0.pdb	m2890	-168.443509
P0CG48	Q9NYG5	2	0	Model	5jg6	1	B	0	81.6	11.1	76	151	-	A	0	93.8	77.4	20	84	-	P0CG48-Q9NYG5-MDL-5jg6.pdb1-B-0-A-0.pdb	m2891	-53.7772136
P0CG48	Q9NYG5	3	0	Model	4p5o	1	K	0	57.9	11.1	381	456	-	B	0	41.2	95.2	4	83	-	P0CG48-Q9NYG5-MDL-4p5o.pdb1-K-0-B-0.pdb	m2892	-52.6555801
P0CG48	Q9UBN7	1	0	Model	3phd	1	G	0	54.2	10.5	309	380	-	C	0	100.0	7.0	1111	1195	-	P0CG48-Q9UBN7-MDL-3phd.pdb1-G-0-C-0.pdb	m2893	-43.2410514
P0CG48	Q9UHD9	1	0	Model	2jy6	-	A	-	100.0	11.1	533	608	-	B	-	90.0	8.0	572	621	-	P0CG48-Q9UHD9-MDL-pdb2jy6.ent-A-0-B-0.pdb	m2894	-40.6830011
P0CG48	Q9UJY5	1	0	Model	1wr6	2	F	0	100.0	10.7	381	453	-	B	0	52.7	14.2	215	305	-	P0CG48-Q9UJY5-MDL-1wr6.pdb2-F-0-B-0.pdb	m2895	-51.0061688
P0CG48	Q9UJY5	2	0	Model	1yd8	2	V	0	100.0	10.7	457	529	-	G	0	54.8	14.6	208	300	-	P0CG48-Q9UJY5-MDL-1yd8.pdb2-V-0-G-0.pdb	m2896	-38.8156933
P0CG48	Q9UJY5	3	0	Model	1yd8	1	U	0	100.0	10.7	1	73	-	H	0	54.8	14.6	208	300	-	P0CG48-Q9UJY5-MDL-1yd8.pdb1-U-0-H-0.pdb	m2897	-38.4901157
P0CG48	Q9ULH1	1	0	Model	2k6d	1	B	0	100.0	10.9	305	379	-	A	0	42.1	4.9	1073	1127	-	P0CG48-Q9ULH1-MDL-2k6d.pdb1-B-0-A-0.pdb	m2898	-44.6845348
P0CG48	Q9UMW8	1	0	Model	5chv	1	C	0	33.8	21.5	5	151	-	A	0	73.3	85.5	52	369	-	P0CG48-Q9UMW8-MDL-5chv.pdb1-C-0-A-0.pdb	m2899	-167.698289
P0CG48	Q9UMW8	2	0	Model	5chv	2	D	0	33.8	21.5	537	683	-	B	0	73.1	84.9	54	369	-	P0CG48-Q9UMW8-MDL-5chv.pdb2-D-0-B-0.pdb	m2900	-164.360934
P0CG48	Q9Y3C5	1	0	Model	4v3l	1	B	0	100.0	11.1	533	608	-	C	0	40.3	40.3	78	139	-	P0CG48-Q9Y3C5-MDL-4v3l.pdb1-B-0-C-0.pdb	m2901	-26.6660777
P0CG48	Q9Y3C5	2	0	Model	4v3k	2	B	0	100.0	11.1	381	456	-	C	0	41.3	40.9	77	139	-	P0CG48-Q9Y3C5-MDL-4v3k.pdb2-B-0-C-0.pdb	m2902	-27.6290464
P0CG48	Q9Y3C5	3	0	Model	4v3k	1	E	0	100.0	11.1	229	304	-	F	0	41.3	40.9	77	139	-	P0CG48-Q9Y3C5-MDL-4v3k.pdb1-E-0-F-0.pdb	m2903	-23.6030692
P0CG48	Q9Y4E8	1	0	Model	6cpm	1	F	0	89.5	10.5	1	72	-	C	0	51.1	67.5	277	938	-	P0CG48-Q9Y4E8-MDL-6cpm.pdb1-F-0-C-0.pdb	m2904	-63.0687441
P0CG48	Q9Y4K3	1	0	Model	5vnz	2	F	0	100.0	11.1	381	456	-	D	0	81.1	20.3	54	159	-	P0CG48-Q9Y4K3-MDL-5vnz.pdb2-F-0-D-0.pdb	m2905	-22.9149349
P0CG48	Q9Y4K3	2	0	Model	5vo0	1	F	0	100.0	11.1	153	228	-	D	0	66.0	30.5	54	212	-	P0CG48-Q9Y4K3-MDL-5vo0.pdb1-F-0-D-0.pdb	m2906	-26.6984099
P0CG48	Q9Y4K3	3	0	Model	5vo0	1	C	0	100.0	11.1	609	684	-	D	0	66.0	30.5	54	212	-	P0CG48-Q9Y4K3-MDL-5vo0.pdb1-C-0-D-0.pdb	m2907	3.28032671
P0CG48	Q9Y4X5	1	0	Model	5tte	1	F	0	86.8	11.1	609	684	-	B	0	97.1	81.7	100	554	-	P0CG48-Q9Y4X5-MDL-5tte.pdb1-F-0-B-0.pdb	m2908	-54.1426483
P0CG48	Q9Y5X1	1	0	Model	2k6d	1	B	0	100.0	10.9	305	379	-	A	0	38.6	9.4	6	61	-	P0CG48-Q9Y5X1-MDL-2k6d.pdb1-B-0-A-0.pdb	m2909	-51.1696586
P0CG48	Q9Y6K9	1	0	Model	2zvo	1	A	0	100.0	21.6	1	148	-	D	0	89.8	21.0	257	344	-	P0CG48-Q9Y6K9-MDL-2zvo.pdb1-A-0-D-0.pdb	m2910	-51.9038513
P0DI81	Q8IUR0	1	0	Model	2j3w	2	A	0	97.9	100.0	1	140	-	B	0	78.6	89.4	21	188	-	P0DI81-Q8IUR0-MDL-2j3w.pdb2-A-0-B-0.pdb	m2911	-92.7450315
P0DJD3	P38159	1	0	Dom_dom_model	2ek6	-	C	-	18.6	13.9	11	79	RRM_1	D	-	23.9	17.6	11	80	RRM_1	P0DJD3-P38159-MDD-RRM_1-RRM_1-2ek6-C-16-86-D-16-86.pdb	m2912	-60.1203647
P0DJD3	P62995	1	0	Model	3md1	3	A	0	33.3	15.3	10	85	-	A	1	30.7	26.0	120	194	-	P0DJD3-P62995-MDL-3md1.pdb3-A-0-A-1.pdb	m2913	-44.4165508
P0DJD3	P62995	3	0	Model	5im0	1	A	0	38.5	15.5	8	84	-	B	0	42.3	23.3	124	190	-	P0DJD3-P62995-MDL-5im0.pdb1-A-0-B-0.pdb	m2914	-6.44014126
P0DJD3	P98179	1	0	Dom_dom_model	2ek6	-	C	-	18.6	13.9	11	79	RRM_1	D	-	18.3	43.9	9	78	RRM_1	P0DJD3-P98179-MDD-RRM_1-RRM_1-2ek6-C-16-86-D-16-86.pdb	m2915	-48.0416301
P0DJD3	Q14011	1	0	Model	5im0	1	A	0	38.5	15.5	8	84	-	B	0	42.3	43.0	5	78	-	P0DJD3-Q14011-MDL-5im0.pdb1-A-0-B-0.pdb	m2916	-7.07290351
P0DJJ0	P0DJJ0	1	0	Model	5i6r	1	A	0	85.7	97.6	5	452	-	A	1	85.7	97.6	5	452	-	P0DJJ0-P0DJJ0-MDL-5i6r.pdb1-A-0-A-1.pdb	m2917	-653.605579
P0DN76	P26368	1	0	Model	1jmt	1	A	0	93.3	43.3	43	146	-	B	0	100.0	4.8	90	112	-	P0DN76-P26368-MDL-1jmt.pdb1-A-0-B-0.pdb	m2918	-77.5729723
P0DN76	P62995	1	0	Dom_dom_model	5ifm	-	B	-	17.1	21.2	91	141	RRM_1	A	-	32.4	23.6	122	190	RRM_1	P0DN76-P62995-MDD-RRM_1-RRM_1-5ifm-B-76-140-A-76-140.pdb	m2919	5.54409579
P0DN76	Q16560	1	0	Dom_dom_model	4wii	-	B	-	17.1	21.2	91	141	RRM_1	A	-	22.5	28.0	53	122	RRM_1	P0DN76-Q16560-MDD-RRM_1-RRM_1-4wii-B-299-363-A-299-363.pdb	m2920	-13.6378225
P0DP23	Q6IPM2	1	0	Dom_dom_model	4byf	-	B	-	91.4	43.0	83	146	EF-hand_7	A	-	44.4	2.4	545	561	IQ	P0DP23-Q6IPM2-MDD-EF-hand_7-IQ-4byf-B-83-147-A-700-720.pdb	m2921	-59.0077656
P0DP24	P19429	2	0	Model	1j1e	2	D	0	50.7	96.6	3	146	-	F	0	91.4	72.4	40	191	-	P0DP24-P19429-MDL-1j1e.pdb2-D-0-F-0.pdb	m2922	-128.225575
P0DP24	P19429	3	0	Model	1j1e	1	A	0	53.1	96.6	3	146	-	C	0	90.6	61.0	35	162	-	P0DP24-P19429-MDL-1j1e.pdb1-A-0-C-0.pdb	m2923	-111.393967
P0DP24	P63098	1	0	Model	3gp2	1	A	0	100.0	98.0	3	148	-	A	1	36.4	80.0	18	153	-	P0DP24-P63098-MDL-3gp2.pdb1-A-0-A-1.pdb	m2924	-40.7898186
P0DP24	P63098	2	0	Model	2f2p	2	A	0	100.0	98.0	3	148	-	A	1	33.8	88.2	18	167	-	P0DP24-P63098-MDL-2f2p.pdb2-A-0-A-1.pdb	m2925	-49.088951
P0DP24	Q13554	1	0	Model	2wel	1	D	0	100.0	97.3	3	147	-	A	0	91.1	45.8	11	315	-	P0DP24-Q13554-MDL-2wel.pdb1-D-0-A-0.pdb	m2926	-127.777496
P0DP24	Q13555	1	0	Model	2wel	1	D	0	100.0	97.3	3	147	-	A	0	90.8	54.8	11	316	-	P0DP24-Q13555-MDL-2wel.pdb1-D-0-A-0.pdb	m2927	-134.589232
P0DP24	Q15051	1	0	Dom_dom_model	2dfs	-	D	-	91.4	43.0	83	146	EF-hand_7	A	-	42.9	3.5	388	408	IQ	P0DP24-Q15051-MDD-EF-hand_7-IQ-2dfs-D-82-146-A-816-836.pdb	m2928	-27.9075879
P0DP24	Q16566	1	0	Model	2wel	1	D	0	100.0	97.3	3	147	-	A	0	44.2	63.8	41	342	-	P0DP24-Q16566-MDL-2wel.pdb1-D-0-A-0.pdb	m2929	-107.126199
P0DP24	Q5VST9	1	0	Dom_dom_model	2dfs	-	D	-	91.4	43.0	83	146	EF-hand_7	A	-	38.1	0.3	4874	4893	IQ	P0DP24-Q5VST9-MDD-EF-hand_7-IQ-2dfs-D-82-146-A-816-836.pdb	m2930	-31.0153995
P0DP24	Q9UM54	2	0	Model	4dbq	1	B	0	98.0	99.3	2	149	-	A	0	90.0	62.7	4	814	-	P0DP24-Q9UM54-MDL-4dbq.pdb1-B-0-A-0.pdb	m2931	-186.231172
P0DP24	Q9UM54	3	0	Model	2bki	1	B	0	100.0	97.3	4	148	-	A	0	98.2	63.7	2	825	-	P0DP24-Q9UM54-MDL-2bki.pdb1-B-0-A-0.pdb	m2932	-169.750416
P0DP24	Q9UQM7	1	0	Model	2wel	1	D	0	100.0	97.3	3	147	-	A	0	91.8	63.8	10	314	-	P0DP24-Q9UQM7-MDL-2wel.pdb1-D-0-A-0.pdb	m2933	-127.286759
P0DP24	Q9Y283	1	0	Dom_dom_model	6e2f	-	E	-	44.1	41.6	85	146	EF-hand_7	D	-	23.5	6.9	427	509	Ank_2	P0DP24-Q9Y283-MDD-EF-hand_7-Ank_2-6e2f-E-9-73-D-49-147.pdb	m2934	-7.34106547
